RetainedTxp	DuplicateTxp
ENST00000603326.1|ENSG00000271317.1|OTTHUMG00000184621.3|OTTHUMT00000468981.3|IGHD4OR15-4A-201|IGHD4OR15-4A|19|IG_D_gene|	ENST00000603693.1|ENSG00000270451.1|OTTHUMG00000184611.3|OTTHUMT00000468945.3|IGHD4OR15-4B-201|IGHD4OR15-4B|19|IG_D_gene|
ENST00000581696.1|ENSG00000284252.1|-|-|MIR4444-1-201|MIR4444-1|74|miRNA|	ENST00000584390.1|ENSG00000266780.1|-|-|MIR4444-2-201|MIR4444-2|74|miRNA|
ENST00000429181.6|ENSG00000182378.13|OTTHUMG00000022693.5|OTTHUMT00000313974.2|PLCXD1-205|PLCXD1|469|protein_coding|	ENST00000429181.6_PAR_Y|ENSG00000182378.13_PAR_Y|OTTHUMG00000022693.5|OTTHUMT00000313974.2|PLCXD1-205|PLCXD1|469|protein_coding|
ENST00000428514.1|ENSG00000235284.1|-|-|SNORD62A-201|SNORD62A|86|snoRNA|	ENST00000426867.1|ENSG00000231587.1|-|-|SNORD62B-201|SNORD62B|86|snoRNA|
ENST00000625204.1|ENSG00000279245.1|OTTHUMG00000057425.3|OTTHUMT00000127600.3|FAM223A-202|FAM223A|713|lincRNA|	ENST00000598177.2|ENSG00000272681.2|OTTHUMG00000188665.1|OTTHUMT00000477854.1|FAM223B-202|FAM223B|713|lincRNA|
ENST00000624481.4|ENSG00000002586.18|OTTHUMG00000021073.6|OTTHUMT00000478890.1|CD99-212|CD99|1089|protein_coding|	ENST00000624481.4_PAR_Y|ENSG00000002586.18_PAR_Y|OTTHUMG00000021073.6|OTTHUMT00000478890.1|CD99-212|CD99|1089|protein_coding|
ENST00000488344.6|ENSG00000124333.15|OTTHUMG00000022679.2|OTTHUMT00000058846.2|VAMP7-206|VAMP7|696|nonsense_mediated_decay|	ENST00000488344.6_PAR_Y|ENSG00000124333.15_PAR_Y|OTTHUMG00000022679.2|OTTHUMT00000058846.2|VAMP7-206|VAMP7|696|nonsense_mediated_decay|
ENST00000592322.5|ENSG00000171777.15|OTTHUMG00000182327.3|OTTHUMT00000460537.1|RASGRP4-214|RASGRP4|3313|retained_intron|	ENST00000618320.4|ENSG00000171777.15|OTTHUMG00000182327.3|-|RASGRP4-219|RASGRP4|3313|protein_coding|
ENST00000384694.1|ENSG00000207425.1|-|-|Y_RNA.561-201|Y_RNA|100|misc_RNA|	ENST00000384564.1|ENSG00000207294.1|-|-|Y_RNA.524-201|Y_RNA|100|misc_RNA|
ENST00000384694.1|ENSG00000207425.1|-|-|Y_RNA.561-201|Y_RNA|100|misc_RNA|	ENST00000383979.1|ENSG00000206706.1|-|-|Y_RNA.405-201|Y_RNA|100|misc_RNA|
ENST00000384694.1|ENSG00000207425.1|-|-|Y_RNA.561-201|Y_RNA|100|misc_RNA|	ENST00000384200.1|ENSG00000206927.1|-|-|Y_RNA.451-201|Y_RNA|100|misc_RNA|
ENST00000563502.1|ENSG00000259906.1|OTTHUMG00000175641.1|OTTHUMT00000430694.1|AC120045.1-201|AC120045.1|251|lincRNA|	ENST00000568289.1|ENSG00000260642.1|OTTHUMG00000175393.1|OTTHUMT00000429841.1|AC139426.2-201|AC139426.2|251|lincRNA|
ENST00000579044.1|ENSG00000265411.1|-|-|RN7SL656P-201|RN7SL656P|281|misc_RNA|	ENST00000578752.1|ENSG00000265315.1|-|-|RN7SL199P-201|RN7SL199P|281|misc_RNA|
ENST00000563658.5|ENSG00000183632.14|OTTHUMG00000176507.3|OTTHUMT00000432361.1|TP53TG3-204|TP53TG3|660|processed_transcript|	ENST00000562714.1|ENSG00000205457.11|OTTHUMG00000176458.2|OTTHUMT00000432114.1|TP53TG3C-203|TP53TG3C|660|processed_transcript|
ENST00000563658.5|ENSG00000183632.14|OTTHUMG00000176507.3|OTTHUMT00000432361.1|TP53TG3-204|TP53TG3|660|processed_transcript|	ENST00000563809.1|ENSG00000261509.6|OTTHUMG00000176461.3|OTTHUMT00000432124.1|TP53TG3B-203|TP53TG3B|660|processed_transcript|
ENST00000493884.5|ENSG00000163565.18|OTTHUMG00000037108.6|OTTHUMT00000090104.1|IFI16-211|IFI16|4138|retained_intron|	ENST00000483916.2|ENSG00000163565.18|OTTHUMG00000037108.6|OTTHUMT00000090105.1|IFI16-210|IFI16|4138|retained_intron|
ENST00000430923.7|ENSG00000182378.13|OTTHUMG00000022693.5|OTTHUMT00000393212.2|PLCXD1-206|PLCXD1|587|protein_coding|	ENST00000430923.7_PAR_Y|ENSG00000182378.13_PAR_Y|OTTHUMG00000022693.5|OTTHUMT00000393212.2|PLCXD1-206|PLCXD1|587|protein_coding|
ENST00000475167.6|ENSG00000169100.13|OTTHUMG00000021058.1|OTTHUMT00000055597.1|SLC25A6-202|SLC25A6|900|processed_transcript|	ENST00000475167.6_PAR_Y|ENSG00000169100.13_PAR_Y|OTTHUMG00000021058.1|OTTHUMT00000055597.1|SLC25A6-202|SLC25A6|900|processed_transcript|
ENST00000451467.1|ENSG00000250204.2|OTTHUMG00000040947.2|OTTHUMT00000493691.1|TTTY23B-202|TTTY23B|512|processed_transcript|	ENST00000452889.1|ENSG00000239225.1|OTTHUMG00000046234.1|OTTHUMT00000106567.1|TTTY23-201|TTTY23|512|lincRNA|
ENST00000584160.1|ENSG00000263918.1|-|-|MIR3670-1-201|MIR3670-1|65|miRNA|	ENST00000582974.1|ENSG00000264722.1|-|-|MIR3670-2-201|MIR3670-2|65|miRNA|
ENST00000584160.1|ENSG00000263918.1|-|-|MIR3670-1-201|MIR3670-1|65|miRNA|	ENST00000584855.1|ENSG00000265776.1|-|-|MIR3670-3-201|MIR3670-3|65|miRNA|
ENST00000584160.1|ENSG00000263918.1|-|-|MIR3670-1-201|MIR3670-1|65|miRNA|	ENST00000612260.1|ENSG00000274025.1|-|-|MIR3670-4-201|MIR3670-4|65|miRNA|
ENST00000463317.6|ENSG00000124333.15|OTTHUMG00000022679.2|OTTHUMT00000058845.1|VAMP7-204|VAMP7|673|processed_transcript|	ENST00000463317.6_PAR_Y|ENSG00000124333.15_PAR_Y|OTTHUMG00000022679.2|OTTHUMT00000058845.1|VAMP7-204|VAMP7|673|processed_transcript|
ENST00000615048.1|ENSG00000273966.1|-|-|pRNA.3-201|pRNA|90|misc_RNA|	ENST00000614353.1|ENSG00000278391.1|-|-|pRNA.12-201|pRNA|90|misc_RNA|
ENST00000628696.2|ENSG00000205571.13|OTTHUMG00000099389.7|-|SMN2-215|SMN2|885|protein_coding|	ENST00000625245.2|ENSG00000172062.16|OTTHUMG00000099361.6|-|SMN1-211|SMN1|885|protein_coding|
ENST00000641090.1|ENSG00000204246.3|OTTHUMG00000020406.3|OTTHUMT00000053477.3|OR13C3-202|OR13C3|1108|protein_coding|	ENST00000374781.2|ENSG00000204246.3|OTTHUMG00000020406.3|-|OR13C3-201|OR13C3|1108|protein_coding|
ENST00000440195.2|ENSG00000180747.15|OTTHUMG00000164329.2|OTTHUMT00000400441.1|SMG1P3-203|SMG1P3|2543|processed_transcript|	ENST00000418592.1|ENSG00000237296.9|OTTHUMG00000156797.2|OTTHUMT00000345866.1|SMG1P1-205|SMG1P1|2543|processed_transcript|
ENST00000445062.6|ENSG00000182378.13|OTTHUMG00000022693.5|OTTHUMT00000313973.2|PLCXD1-208|PLCXD1|555|protein_coding|	ENST00000445062.6_PAR_Y|ENSG00000182378.13_PAR_Y|OTTHUMG00000022693.5|OTTHUMT00000313973.2|PLCXD1-208|PLCXD1|555|protein_coding|
ENST00000484026.6|ENSG00000169100.13|OTTHUMG00000021058.1|OTTHUMT00000055598.1|SLC25A6-203|SLC25A6|854|processed_transcript|	ENST00000484026.6_PAR_Y|ENSG00000169100.13_PAR_Y|OTTHUMG00000021058.1|OTTHUMT00000055598.1|SLC25A6-203|SLC25A6|854|processed_transcript|
ENST00000641512.1|ENSG00000169488.6|OTTHUMG00000170635.2|OTTHUMT00000409883.2|OR4K15-202|OR4K15|1216|protein_coding|	ENST00000305051.5|ENSG00000169488.6|OTTHUMG00000170635.2|-|OR4K15-201|OR4K15|1216|protein_coding|
ENST00000262640.11|ENSG00000124333.15|OTTHUMG00000022679.2|OTTHUMT00000058842.1|VAMP7-201|VAMP7|2496|protein_coding|	ENST00000262640.11_PAR_Y|ENSG00000124333.15_PAR_Y|OTTHUMG00000022679.2|OTTHUMT00000058842.1|VAMP7-201|VAMP7|2496|protein_coding|
ENST00000426406.3|ENSG00000284733.1|OTTHUMG00000002860.3|OTTHUMT00000007999.3|OR4F29-201|OR4F29|995|protein_coding|	ENST00000332831.4|ENSG00000284662.1|OTTHUMG00000002581.3|OTTHUMT00000007334.3|OR4F16-201|OR4F16|995|protein_coding|
ENST00000426406.3|ENSG00000284733.1|OTTHUMG00000002860.3|OTTHUMT00000007999.3|OR4F29-201|OR4F29|995|protein_coding|	ENST00000456475.1|ENSG00000230178.1|OTTHUMG00000162081.1|OTTHUMT00000367138.1|OR4F3-201|OR4F3|995|protein_coding|
ENST00000442165.1|ENSG00000227120.1|OTTHUMG00000155165.1|OTTHUMT00000338632.1|AC009238.1-201|AC009238.1|424|processed_pseudogene|	ENST00000446969.1|ENSG00000235959.1|OTTHUMG00000155168.1|OTTHUMT00000338645.1|AC009237.6-201|AC009237.6|424|processed_pseudogene|
ENST00000612829.5|ENSG00000284378.1|-|-|MIR1244-1-201|MIR1244-1|85|miRNA|	ENST00000636449.1|ENSG00000283498.1|-|-|MIR1244-2-201|MIR1244-2|85|miRNA|
ENST00000612829.5|ENSG00000284378.1|-|-|MIR1244-1-201|MIR1244-1|85|miRNA|	ENST00000635744.1|ENSG00000283429.1|-|-|MIR1244-3-201|MIR1244-3|85|miRNA|
ENST00000612829.5|ENSG00000284378.1|-|-|MIR1244-1-201|MIR1244-1|85|miRNA|	ENST00000636813.1|ENSG00000283475.1|-|-|MIR1244-4-202|MIR1244-4|85|miRNA|
ENST00000622460.1|ENSG00000278664.1|OTTHUMG00000019332.5|OTTHUMT00000051184.5|DUX4L10-201|DUX4L10|1267|unprocessed_pseudogene|	ENST00000611059.1|ENSG00000278641.1|OTTHUMG00000019336.4|OTTHUMT00000051189.4|DUX4L15-201|DUX4L15|1267|unprocessed_pseudogene|
ENST00000516203.1|ENSG00000252012.1|-|-|RNA5SP521-201|RNA5SP521|116|rRNA|	ENST00000516144.1|ENSG00000251953.1|-|-|RNA5SP522-201|RNA5SP522|116|rRNA|
ENST00000544154.1|ENSG00000169246.16|OTTHUMG00000163506.5|OTTHUMT00000400440.1|NPIPB3-213|NPIPB3|526|processed_transcript|	ENST00000538859.1|ENSG00000185864.16|OTTHUMG00000163555.7|OTTHUMT00000402427.1|NPIPB4-209|NPIPB4|526|processed_transcript|
ENST00000442090.1|ENSG00000232029.1|OTTHUMG00000043605.2|OTTHUMT00000101951.1|ELOCP15-201|ELOCP15|332|processed_pseudogene|	ENST00000439309.1|ENSG00000234131.1|OTTHUMG00000043847.1|OTTHUMT00000102235.1|ELOCP8-201|ELOCP8|332|processed_pseudogene|
ENST00000370340.7|ENSG00000147381.11|OTTHUMG00000024174.3|OTTHUMT00000060896.1|MAGEA4-204|MAGEA4|1773|protein_coding|	ENST00000370335.5|ENSG00000147381.11|OTTHUMG00000024174.3|OTTHUMT00000060897.1|MAGEA4-203|MAGEA4|1773|protein_coding|
ENST00000370340.7|ENSG00000147381.11|OTTHUMG00000024174.3|OTTHUMT00000060896.1|MAGEA4-204|MAGEA4|1773|protein_coding|	ENST00000360243.6|ENSG00000147381.11|OTTHUMG00000024174.3|OTTHUMT00000060898.1|MAGEA4-202|MAGEA4|1773|protein_coding|
ENST00000483286.6|ENSG00000182484.15|OTTHUMG00000022677.5|OTTHUMT00000058834.1|WASH6P-211|WASH6P|832|processed_transcript|	ENST00000483286.6_PAR_Y|ENSG00000182484.15_PAR_Y|OTTHUMG00000022677.5|OTTHUMT00000058834.1|WASH6P-211|WASH6P|832|processed_transcript|
ENST00000381187.8|ENSG00000002586.18|OTTHUMG00000021073.6|OTTHUMT00000055626.1|CD99-204|CD99|892|protein_coding|	ENST00000381187.8_PAR_Y|ENSG00000002586.18_PAR_Y|OTTHUMG00000021073.6|OTTHUMT00000055626.1|CD99-204|CD99|892|protein_coding|
ENST00000481245.6|ENSG00000198223.16|OTTHUMG00000012533.8|OTTHUMT00000035802.1|CSF2RA-213|CSF2RA|459|processed_transcript|	ENST00000481245.6_PAR_Y|ENSG00000198223.16_PAR_Y|OTTHUMG00000012533.8|OTTHUMT00000035802.1|CSF2RA-213|CSF2RA|459|processed_transcript|
ENST00000564154.1|ENSG00000183632.14|OTTHUMG00000176507.3|OTTHUMT00000432364.1|TP53TG3-205|TP53TG3|566|retained_intron|	ENST00000566959.1|ENSG00000205457.11|OTTHUMG00000176458.2|OTTHUMT00000432113.1|TP53TG3C-205|TP53TG3C|566|retained_intron|
ENST00000445421.1|ENSG00000226353.1|OTTHUMG00000041658.1|OTTHUMT00000099659.1|TAF9P1-201|TAF9P1|515|processed_pseudogene|	ENST00000454958.1|ENSG00000229302.1|OTTHUMG00000041966.1|OTTHUMT00000100022.1|TAF9P2-201|TAF9P2|515|processed_pseudogene|
ENST00000408722.1|ENSG00000221649.1|-|-|MIR1233-1-201|MIR1233-1|82|miRNA|	ENST00000408138.1|ENSG00000221065.1|-|-|MIR1233-2-201|MIR1233-2|82|miRNA|
ENST00000640087.1|ENSG00000006062.14|OTTHUMG00000180364.6|OTTHUMT00000492306.1|MAP3K14-206|MAP3K14|4583|retained_intron|	ENST00000376926.8|ENSG00000006062.14|OTTHUMG00000180364.6|-|MAP3K14-202|MAP3K14|4583|protein_coding|
ENST00000623896.1|ENSG00000278927.1|OTTHUMG00000189468.1|OTTHUMT00000479758.1|FP236240.2-201|FP236240.2|1052|lincRNA|	ENST00000433840.1|ENSG00000228120.2|OTTHUMG00000086844.1|OTTHUMT00000195568.1|AP001631.1-201|AP001631.1|1052|lincRNA|
ENST00000624951.1|ENSG00000278961.1|OTTHUMG00000189413.2|OTTHUMT00000479644.2|CU633980.2-201|CU633980.2|1050|protein_coding|	ENST00000450895.1|ENSG00000243627.4|OTTHUMG00000153030.3|OTTHUMT00000368900.1|AP000322.1-201|AP000322.1|1050|protein_coding|
ENST00000621110.4|ENSG00000277701.4|OTTHUMG00000188202.3|OTTHUMT00000476583.2|AC159540.2-201|AC159540.2|754|lincRNA|	ENST00000620023.4|ENSG00000230606.10|OTTHUMG00000152989.8|OTTHUMT00000461871.1|AC092683.1-202|AC092683.1|754|lincRNA|
ENST00000616262.1|ENSG00000273818.1|-|-|RN7SL673P-201|RN7SL673P|237|misc_RNA|	ENST00000621501.1|ENSG00000277637.1|-|-|RN7SL469P-201|RN7SL469P|237|misc_RNA|
ENST00000440679.1|ENSG00000228850.1|OTTHUMG00000043603.1|OTTHUMT00000101949.1|CDY12P-201|CDY12P|1015|unprocessed_pseudogene|	ENST00000445813.1|ENSG00000224873.1|OTTHUMG00000043848.1|OTTHUMT00000102236.1|CDY13P-201|CDY13P|1015|unprocessed_pseudogene|
ENST00000624575.2|ENSG00000279274.2|OTTHUMG00000192107.1|OTTHUMT00000492225.1|AC012005.1-201|AC012005.1|75|processed_pseudogene|	ENST00000624491.2|ENSG00000279115.2|OTTHUMG00000192108.1|OTTHUMT00000492233.1|AC006386.2-201|AC006386.2|75|processed_pseudogene|
ENST00000494969.7|ENSG00000198223.16|OTTHUMG00000012533.8|OTTHUMT00000035803.2|CSF2RA-217|CSF2RA|489|protein_coding|	ENST00000494969.7_PAR_Y|ENSG00000198223.16_PAR_Y|OTTHUMG00000012533.8|OTTHUMT00000035803.2|CSF2RA-217|CSF2RA|489|protein_coding|
ENST00000482293.6|ENSG00000002586.18|OTTHUMG00000021073.6|OTTHUMT00000055629.1|CD99-207|CD99|466|processed_transcript|	ENST00000482293.6_PAR_Y|ENSG00000002586.18_PAR_Y|OTTHUMG00000021073.6|OTTHUMT00000055629.1|CD99-207|CD99|466|processed_transcript|
ENST00000563937.1|ENSG00000260974.1|OTTHUMG00000176508.1|OTTHUMT00000432365.1|AC138907.3-201|AC138907.3|262|antisense_RNA|	ENST00000569850.1|ENSG00000260419.1|OTTHUMG00000176457.1|OTTHUMT00000432108.1|AC138869.2-201|AC138869.2|262|antisense_RNA|
ENST00000613896.1|ENSG00000274516.2|OTTHUMG00000188286.2|OTTHUMT00000493611.1|FAM74A6-202|FAM74A6|775|processed_transcript|	ENST00000614933.1|ENSG00000274583.1|OTTHUMG00000188539.2|OTTHUMT00000477575.1|FAM74A4-201|FAM74A4|775|processed_transcript|
ENST00000605284.1|ENSG00000271336.1|OTTHUMG00000184580.2|OTTHUMT00000468908.2|IGHD1OR15-1A-201|IGHD1OR15-1A|17|IG_D_gene|	ENST00000604838.1|ENSG00000270185.1|OTTHUMG00000184585.2|OTTHUMT00000468915.2|IGHD1OR15-1B-201|IGHD1OR15-1B|17|IG_D_gene|
ENST00000537983.1|ENSG00000169246.16|OTTHUMG00000163506.5|OTTHUMT00000400438.1|NPIPB3-208|NPIPB3|483|processed_transcript|	ENST00000538509.1|ENSG00000243716.10|OTTHUMG00000163573.6|OTTHUMT00000402482.1|NPIPB5-213|NPIPB5|483|processed_transcript|
ENST00000624758.3|ENSG00000273590.4|OTTHUMG00000189412.1|OTTHUMT00000479642.1|SMIM11B-207|SMIM11B|1074|protein_coding|	ENST00000399295.2|ENSG00000205670.10|OTTHUMG00000086193.3|OTTHUMT00000194078.1|SMIM11A-202|SMIM11A|1074|protein_coding|
ENST00000482405.7|ENSG00000002586.18|OTTHUMG00000021073.6|OTTHUMT00000087928.2|CD99-208|CD99|842|processed_transcript|	ENST00000482405.7_PAR_Y|ENSG00000002586.18_PAR_Y|OTTHUMG00000021073.6|OTTHUMT00000087928.2|CD99-208|CD99|842|processed_transcript|
ENST00000422618.6|ENSG00000237040.6|OTTHUMG00000022680.1|OTTHUMT00000058848.1|DPH3P2-201|DPH3P2|250|processed_pseudogene|	ENST00000422618.6_PAR_Y|ENSG00000237040.6_PAR_Y|OTTHUMG00000022680.1|OTTHUMT00000058848.1|DPH3P2-201|DPH3P2|250|processed_pseudogene|
ENST00000625031.1|ENSG00000279245.1|OTTHUMG00000057425.3|-|FAM223A-201|FAM223A|708|lincRNA|	ENST00000593346.1|ENSG00000272681.2|OTTHUMG00000188665.1|-|FAM223B-201|FAM223B|708|lincRNA|
ENST00000496463.1|ENSG00000204379.10|OTTHUMG00000021557.3|OTTHUMT00000056644.2|XAGE1A-204|XAGE1A|359|retained_intron|	ENST00000494039.1|ENSG00000204382.11|OTTHUMG00000163577.2|OTTHUMT00000056634.2|XAGE1B-204|XAGE1B|359|retained_intron|
ENST00000420869.2|ENSG00000223417.8|OTTHUMG00000167643.2|-|TRIM49D1-201|TRIM49D1|1651|protein_coding|	ENST00000623787.3|ENSG00000233802.8|OTTHUMG00000167644.3|-|TRIM49D2-202|TRIM49D2|1651|protein_coding|
ENST00000537085.1|ENSG00000183889.12|OTTHUMG00000133624.3|OTTHUMT00000399243.1|AC138969.1-204|AC138969.1|543|processed_transcript|	ENST00000539740.1|ENSG00000205746.9|OTTHUMG00000166285.2|OTTHUMT00000400302.1|AC126755.1-206|AC126755.1|543|processed_transcript|
ENST00000611026.1|ENSG00000274333.4|OTTHUMG00000189364.2|-|CU633967.1-213|CU633967.1|2195|lincRNA|	ENST00000619488.1|ENSG00000275496.4|OTTHUMG00000189367.2|-|CU633906.1-207|CU633906.1|2195|lincRNA|
ENST00000611026.1|ENSG00000274333.4|OTTHUMG00000189364.2|-|CU633967.1-213|CU633967.1|2195|lincRNA|	ENST00000615804.1|ENSG00000277067.4|OTTHUMG00000189370.1|-|CU634019.1-206|CU634019.1|2195|lincRNA|
ENST00000611026.1|ENSG00000274333.4|OTTHUMG00000189364.2|-|CU633967.1-213|CU633967.1|2195|lincRNA|	ENST00000610988.1|ENSG00000276077.4|OTTHUMG00000189371.1|-|CU633904.1-207|CU633904.1|2195|lincRNA|
ENST00000364784.1|ENSG00000201654.1|-|-|RNU6-7-201|RNU6-7|107|snRNA|	ENST00000365467.1|ENSG00000202337.1|-|-|RNU6-8-201|RNU6-8|107|snRNA|
ENST00000543801.5|ENSG00000183793.13|OTTHUMG00000166305.3|-|NPIPA5-203|NPIPA5|699|protein_coding|	ENST00000541593.5|ENSG00000183889.12|OTTHUMG00000133624.3|-|AC138969.1-212|AC138969.1|699|protein_coding|
ENST00000543801.5|ENSG00000183793.13|OTTHUMG00000166305.3|-|NPIPA5-203|NPIPA5|699|protein_coding|	ENST00000531453.6|ENSG00000233024.7|OTTHUMG00000166286.3|-|AC126755.2-209|AC126755.2|699|protein_coding|
ENST00000411487.1|ENSG00000226449.1|OTTHUMG00000041659.1|OTTHUMT00000099660.1|CDY5P-201|CDY5P|1580|unprocessed_pseudogene|	ENST00000451397.1|ENSG00000232899.1|OTTHUMG00000041963.1|OTTHUMT00000100019.1|CDY9P-201|CDY9P|1580|unprocessed_pseudogene|
ENST00000562377.1|ENSG00000206127.10|OTTHUMG00000162878.4|OTTHUMT00000429849.2|GOLGA8O-202|GOLGA8O|555|protein_coding|	ENST00000611209.1|ENSG00000232653.8|OTTHUMG00000175401.4|OTTHUMT00000473967.2|GOLGA8N-207|GOLGA8N|555|protein_coding|
ENST00000543368.1|ENSG00000169246.16|OTTHUMG00000163506.5|OTTHUMT00000400439.1|NPIPB3-212|NPIPB3|685|retained_intron|	ENST00000543449.1|ENSG00000185864.16|OTTHUMG00000163555.7|OTTHUMT00000402424.1|NPIPB4-217|NPIPB4|685|processed_transcript|
ENST00000543368.1|ENSG00000169246.16|OTTHUMG00000163506.5|OTTHUMT00000400439.1|NPIPB3-212|NPIPB3|685|retained_intron|	ENST00000546168.5|ENSG00000243716.10|OTTHUMG00000163573.6|OTTHUMT00000402479.1|NPIPB5-226|NPIPB5|685|processed_transcript|
ENST00000516116.1|ENSG00000251925.1|-|-|SNORA70.13-201|SNORA70|138|snoRNA|	ENST00000515987.1|ENSG00000251796.1|-|-|SNORA70.11-201|SNORA70|138|snoRNA|
ENST00000603077.1|ENSG00000282599.1|OTTHUMG00000184594.3|OTTHUMT00000468924.3|IGHD2OR15-2A-201|IGHD2OR15-2A|31|IG_D_gene|	ENST00000604102.1|ENSG00000282268.1|OTTHUMG00000184595.3|OTTHUMT00000468925.3|IGHD2OR15-2B-201|IGHD2OR15-2B|31|IG_D_gene|
ENST00000370519.3|ENSG00000198021.7|OTTHUMG00000022564.3|OTTHUMT00000058599.1|SPANXA1-201|SPANXA1|691|protein_coding|	ENST00000370518.3|ENSG00000203926.4|OTTHUMG00000022565.2|OTTHUMT00000058600.1|SPANXA2-201|SPANXA2|691|protein_coding|
ENST00000416989.2|ENSG00000226725.2|OTTHUMG00000021822.2|OTTHUMT00000057220.2|PABPC1L2B-AS1-201|PABPC1L2B-AS1|1167|antisense_RNA|	ENST00000454388.1|ENSG00000231963.1|OTTHUMG00000021825.1|OTTHUMT00000057223.1|AL662864.1-201|AL662864.1|1167|antisense_RNA|
ENST00000441865.5|ENSG00000147381.11|OTTHUMG00000024174.3|OTTHUMT00000060893.1|MAGEA4-212|MAGEA4|990|protein_coding|	ENST00000457310.5|ENSG00000147381.11|OTTHUMG00000024174.3|OTTHUMT00000060895.1|MAGEA4-214|MAGEA4|990|protein_coding|
ENST00000464205.6|ENSG00000182484.15|OTTHUMG00000022677.5|OTTHUMT00000058835.1|WASH6P-205|WASH6P|534|processed_transcript|	ENST00000464205.6_PAR_Y|ENSG00000182484.15_PAR_Y|OTTHUMG00000022677.5|OTTHUMT00000058835.1|WASH6P-205|WASH6P|534|processed_transcript|
ENST00000286448.11|ENSG00000124333.15|OTTHUMG00000022679.2|OTTHUMT00000058843.1|VAMP7-202|VAMP7|2646|protein_coding|	ENST00000286448.11_PAR_Y|ENSG00000124333.15_PAR_Y|OTTHUMG00000022679.2|OTTHUMT00000058843.1|VAMP7-202|VAMP7|2646|protein_coding|
ENST00000355805.7|ENSG00000198223.16|OTTHUMG00000012533.8|OTTHUMT00000035014.1|CSF2RA-202|CSF2RA|1410|protein_coding|	ENST00000355805.7_PAR_Y|ENSG00000198223.16_PAR_Y|OTTHUMG00000012533.8|OTTHUMT00000035014.1|CSF2RA-202|CSF2RA|1410|protein_coding|
ENST00000381184.6|ENSG00000002586.18|OTTHUMG00000021073.6|OTTHUMT00000055627.1|CD99-203|CD99|918|protein_coding|	ENST00000381184.6_PAR_Y|ENSG00000002586.18_PAR_Y|OTTHUMG00000021073.6|OTTHUMT00000055627.1|CD99-203|CD99|918|protein_coding|
ENST00000641123.1|ENSG00000196248.5|OTTHUMG00000165963.3|OTTHUMT00000387265.3|OR10S1-202|OR10S1|1121|protein_coding|	ENST00000531945.1|ENSG00000196248.5|OTTHUMG00000165963.3|-|OR10S1-201|OR10S1|1121|protein_coding|
ENST00000364612.1|ENSG00000201482.1|-|-|SNORD115-17-201|SNORD115-17|82|snoRNA|	ENST00000363293.1|ENSG00000200163.1|-|-|SNORD115-18-201|SNORD115-18|82|snoRNA|
ENST00000364612.1|ENSG00000201482.1|-|-|SNORD115-17-201|SNORD115-17|82|snoRNA|	ENST00000363098.1|ENSG00000199968.1|-|-|SNORD115-19-201|SNORD115-19|82|snoRNA|
ENST00000455263.6|ENSG00000141510.16|OTTHUMG00000162125.10|OTTHUMT00000367400.1|TP53-206|TP53|2580|protein_coding|	ENST00000610538.4|ENSG00000141510.16|OTTHUMG00000162125.10|OTTHUMT00000476703.1|TP53-219|TP53|2580|protein_coding|
ENST00000390949.1|ENSG00000212251.1|-|-|RNA5SP376-201|RNA5SP376|112|rRNA|	ENST00000390852.1|ENSG00000212154.1|-|-|RNA5SP377-201|RNA5SP377|112|rRNA|
ENST00000623887.1|ENSG00000274333.4|OTTHUMG00000189364.2|OTTHUMT00000479465.1|CU633967.1-212|CU633967.1|1974|lincRNA|	ENST00000623783.1|ENSG00000277991.4|OTTHUMG00000189411.1|OTTHUMT00000479633.1|FP236241.1-205|FP236241.1|1974|lincRNA|
ENST00000383925.1|ENSG00000206652.1|-|-|RNU1-1-201|RNU1-1|164|snRNA|	ENST00000384782.1|ENSG00000207513.1|-|-|RNU1-3-201|RNU1-3|164|snRNA|
ENST00000383925.1|ENSG00000206652.1|-|-|RNU1-1-201|RNU1-1|164|snRNA|	ENST00000384659.1|ENSG00000207389.1|-|-|RNU1-4-201|RNU1-4|164|snRNA|
ENST00000383925.1|ENSG00000206652.1|-|-|RNU1-1-201|RNU1-1|164|snRNA|	ENST00000384278.1|ENSG00000207005.1|-|-|RNU1-2-201|RNU1-2|164|snRNA|
ENST00000383925.1|ENSG00000206652.1|-|-|RNU1-1-201|RNU1-1|164|snRNA|	ENST00000384010.1|ENSG00000206737.1|-|-|RNVU1-18-201|RNVU1-18|164|snRNA|
ENST00000383925.1|ENSG00000206652.1|-|-|RNU1-1-201|RNU1-1|164|snRNA|	ENST00000615842.1|ENSG00000273768.1|-|-|U1.27-201|U1|164|snRNA|
ENST00000383925.1|ENSG00000206652.1|-|-|RNU1-1-201|RNU1-1|164|snRNA|	ENST00000383869.1|ENSG00000206596.1|-|-|RNU1-27P-201|RNU1-27P|164|snRNA|
ENST00000383925.1|ENSG00000206652.1|-|-|RNU1-1-201|RNU1-1|164|snRNA|	ENST00000383861.1|ENSG00000206588.1|-|-|RNU1-28P-201|RNU1-28P|164|snRNA|
ENST00000617664.1|ENSG00000275259.1|-|-|MIR6511A1-201|MIR6511A1|67|miRNA|	ENST00000611011.1|ENSG00000278221.1|-|-|MIR6511A2-201|MIR6511A2|67|miRNA|
